geoid,name,county,state,total_population,median_income,median_home_value,educational_attainment,white_alone,black_alone,native,asian,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino
34025811101,Census Tract 8111.01, Monmouth County, New Jersey,5635,53962,233700,1405,4366,225,0,522,0,0,19,503
34025811102,Census Tract 8111.02, Monmouth County, New Jersey,6981,122098,470500,2338,5870,141,0,303,0,0,49,618
34025811200,Census Tract 8112, Monmouth County, New Jersey,5731,86020,304000,1127,4584,291,0,185,0,0,57,614
34025811301,Census Tract 8113.01, Monmouth County, New Jersey,6046,77445,227800,1320,3993,436,0,593,77,11,25,911
34025811303,Census Tract 8113.03, Monmouth County, New Jersey,4259,112333,316100,1042,3641,170,0,143,0,0,99,206
34025811304,Census Tract 8113.04, Monmouth County, New Jersey,3165,105086,323400,867,2428,36,0,224,0,0,27,450
34025811401,Census Tract 8114.01, Monmouth County, New Jersey,6012,120163,341000,1634,5240,254,25,141,0,0,164,188
34025811402,Census Tract 8114.02, Monmouth County, New Jersey,3973,93977,280300,943,3097,198,17,91,0,0,188,399
34025811501,Census Tract 8115.01, Monmouth County, New Jersey,6320,111400,313200,1524,5218,93,20,246,0,8,176,579
34025811502,Census Tract 8115.02, Monmouth County, New Jersey,3643,98029,343200,856,3052,41,0,94,0,0,119,337
34025811600,Census Tract 8116, Monmouth County, New Jersey,1479,59583,292200,269,1130,92,0,118,0,0,15,124
34025811900,Census Tract 8119, Monmouth County, New Jersey,6874,132143,504300,2574,6181,88,0,403,0,0,69,133
34025812000,Census Tract 8120, Monmouth County, New Jersey,1890,97188,322600,564,1704,52,0,16,0,45,17,56
34025812100,Census Tract 8121, Monmouth County, New Jersey,1353,82900,460400,594,1202,31,0,7,0,0,10,103
34025812200,Census Tract 8122, Monmouth County, New Jersey,3352,76802,268400,802,2432,39,0,384,0,0,60,437
34025812300,Census Tract 8123, Monmouth County, New Jersey,5066,93393,476700,1842,4315,178,0,133,0,3,54,383
34025812400,Census Tract 8124, Monmouth County, New Jersey,2212,98261,786800,941,2095,4,0,28,5,0,0,80
34025812501,Census Tract 8125.01, Monmouth County, New Jersey,5996,143056,575100,2278,5335,94,0,76,0,0,192,299
34025812502,Census Tract 8125.02, Monmouth County, New Jersey,5273,128611,495400,1677,4254,186,0,339,17,2,136,339
34025990000,Census Tract 9900, Monmouth County, New Jersey,0,-666666666,-666666666,0,0,0,0,0,0,0,0,0
34027040101,Census Tract 401.01, Morris County, New Jersey,4291,95250,375200,1020,3442,0,0,302,0,11,21,515
34027040102,Census Tract 401.02, Morris County, New Jersey,6197,74871,308700,1681,5016,214,0,295,0,28,134,510
34027040200,Census Tract 402, Morris County, New Jersey,7159,96250,355600,1786,5907,8,0,137,0,0,274,833
34027040300,Census Tract 403, Morris County, New Jersey,8345,77031,406100,3215,7867,27,0,37,0,15,0,399
34027040400,Census Tract 404, Morris County, New Jersey,4206,97045,330400,1565,3513,0,0,205,0,0,24,464
34027040500,Census Tract 405, Morris County, New Jersey,3829,82429,343200,907,2554,2,21,213,0,0,118,921
34027040600,Census Tract 406, Morris County, New Jersey,3944,103074,346200,1205,3441,0,0,158,0,0,0,345
34027040701,Census Tract 407.01, Morris County, New Jersey,5857,130526,493200,2312,4756,0,26,266,0,0,157,678
34027040702,Census Tract 407.02, Morris County, New Jersey,4382,141286,589300,2002,3683,37,0,241,0,0,39,382
34027040801,Census Tract 408.01, Morris County, New Jersey,5295,130585,591600,1993,4425,72,12,482,0,9,110,185
34027040803,Census Tract 408.03, Morris County, New Jersey,6871,110913,533800,2985,4752,70,0,1864,0,0,129,56
34027040804,Census Tract 408.04, Morris County, New Jersey,3699,133650,483600,1742,2606,45,0,793,0,0,24,231
34027040805,Census Tract 408.05, Morris County, New Jersey,5875,160000,604000,2737,4385,0,27,1106,0,0,123,261
34027040900,Census Tract 409, Morris County, New Jersey,4346,119667,545500,1855,3915,36,0,278,0,19,29,69
34027041000,Census Tract 410, Morris County, New Jersey,4793,90656,351800,1707,3204,247,0,561,0,0,171,610
34027041100,Census Tract 411, Morris County, New Jersey,3612,88594,394100,1116,2867,52,0,82,0,0,18,593
34027041200,Census Tract 412, Morris County, New Jersey,4287,162206,825100,2282,3536,13,0,598,0,10,39,91
34027041300,Census Tract 413, Morris County, New Jersey,4587,90612,408400,1609,3958,10,0,382,0,0,0,237
34027041400,Census Tract 414, Morris County, New Jersey,6064,105708,341800,2095,4925,163,0,398,0,0,142,436
34027041500,Census Tract 415, Morris County, New Jersey,6149,124491,455700,2511,4855,99,0,533,0,0,78,584
34027041601,Census Tract 416.01, Morris County, New Jersey,7448,107806,420800,3577,4208,343,0,2470,0,23,105,299
34027041602,Census Tract 416.02, Morris County, New Jersey,2889,104477,387900,1073,1974,90,0,516,0,0,81,228
34027041603,Census Tract 416.03, Morris County, New Jersey,4695,86659,429700,1760,1983,398,0,1678,0,0,88,548
34027041604,Census Tract 416.04, Morris County, New Jersey,4490,96250,455800,1750,3153,80,63,778,0,8,66,342
34027041701,Census Tract 417.01, Morris County, New Jersey,6203,86375,337400,2167,3081,65,0,1761,0,33,319,944
34027041702,Census Tract 417.02, Morris County, New Jersey,3358,90321,318500,839,1758,204,59,846,0,0,54,437
34027041704,Census Tract 417.04, Morris County, New Jersey,4703,95284,452300,2011,2248,371,0,1461,0,36,147,440
34027041705,Census Tract 417.05, Morris County, New Jersey,1571,74500,469900,592,946,0,0,572,0,0,11,42
34027041706,Census Tract 417.06, Morris County, New Jersey,5348,64384,470800,2396,2418,241,0,2140,0,0,29,520
34027041801,Census Tract 418.01, Morris County, New Jersey,2851,71975,368700,1232,1194,131,11,1302,0,88,17,108
34027041802,Census Tract 418.02, Morris County, New Jersey,5100,101161,368400,1604,2456,89,0,1547,0,0,178,830
34027041803,Census Tract 418.03, Morris County, New Jersey,4859,153352,515300,2077,2369,88,0,2047,0,0,71,284
34027041901,Census Tract 419.01, Morris County, New Jersey,6012,103816,518200,1657,4672,1,0,667,0,0,0,672
34027041902,Census Tract 419.02, Morris County, New Jersey,5220,109250,540100,1753,3734,18,14,791,0,6,154,503
34027042000,Census Tract 420, Morris County, New Jersey,4690,113603,481400,1514,3752,9,0,774,0,0,30,125
34027042100,Census Tract 421, Morris County, New Jersey,4190,117857,444600,1476,3251,19,0,440,0,0,27,453
34027042200,Census Tract 422, Morris County, New Jersey,5427,116250,490100,2097,4369,98,0,712,0,0,21,227
34027042301,Census Tract 423.01, Morris County, New Jersey,2550,120658,441500,1012,2212,18,0,46,0,0,7,267
34027042302,Census Tract 423.02, Morris County, New Jersey,3062,124360,501900,1307,2510,87,0,215,0,12,60,178
34027042500,Census Tract 425, Morris County, New Jersey,3313,126250,639400,1533,2843,67,0,136,0,0,30,237
34027042600,Census Tract 426, Morris County, New Jersey,8474,108197,576300,3418,5929,631,18,1074,0,0,45,782
34027042700,Census Tract 427, Morris County, New Jersey,4095,114744,663900,1800,3200,41,0,403,0,0,70,381
34027042800,Census Tract 428, Morris County, New Jersey,4935,201458,804900,2410,4139,0,0,394,0,0,43,359
34027042900,Census Tract 429, Morris County, New Jersey,3779,83276,587800,1617,2577,262,0,424,0,0,72,444
34027043000,Census Tract 430, Morris County, New Jersey,4518,104139,624400,1973,3438,117,0,191,0,11,34,727
34027043100,Census Tract 431, Morris County, New Jersey,3486,167847,1052800,1736,3249,40,0,20,0,0,121,56
34027043200,Census Tract 432, Morris County, New Jersey,4307,146333,751000,1443,3270,163,29,296,0,4,150,417
34027043301,Census Tract 433.01, Morris County, New Jersey,3003,91406,541400,1187,1962,464,0,121,0,0,0,456
34027043302,Census Tract 433.02, Morris County, New Jersey,2947,134583,605500,1722,2578,56,0,118,0,28,40,127
34027043303,Census Tract 433.03, Morris County, New Jersey,3749,150938,629100,2124,3254,43,9,160,0,22,124,146
34027043401,Census Tract 434.01, Morris County, New Jersey,7148,126786,470800,3408,6125,152,0,347,0,0,132,392
34027043402,Census Tract 434.02, Morris County, New Jersey,5660,153833,587600,2947,4770,283,0,281,0,0,98,228
34027043500,Census Tract 435, Morris County, New Jersey,3669,48871,345800,334,428,738,0,18,0,0,32,2453
34027043600,Census Tract 436, Morris County, New Jersey,5353,88945,469800,2545,2940,699,0,510,0,0,158,1046
34027043700,Census Tract 437, Morris County, New Jersey,3607,101953,447800,1974,2846,256,0,162,0,10,26,307
34027043800,Census Tract 438, Morris County, New Jersey,6048,95567,391700,1826,2977,255,0,121,0,0,74,2621
34027043900,Census Tract 439, Morris County, New Jersey,4807,137361,832300,2573,4279,63,0,331,0,0,26,108
34027044000,Census Tract 440, Morris County, New Jersey,5721,183333,820400,2732,4696,107,0,604,0,0,77,237
34027044101,Census Tract 441.01, Morris County, New Jersey,2953,143150,548700,1337,2717,1,0,114,0,0,28,93
34027044102,Census Tract 441.02, Morris County, New Jersey,5809,108625,466500,2181,4808,73,0,575,0,8,28,317
34027044200,Census Tract 442, Morris County, New Jersey,3881,172250,1006100,2126,3399,0,0,242,0,0,103,137
34027044300,Census Tract 443, Morris County, New Jersey,6472,79602,336600,1853,3921,278,0,938,0,0,28,1307
34027044401,Census Tract 444.01, Morris County, New Jersey,4399,121923,436500,1729,4027,16,0,152,0,0,60,144
34027044403,Census Tract 444.03, Morris County, New Jersey,4833,123600,343500,1844,3927,162,0,252,0,61,18,413
34027044404,Census Tract 444.04, Morris County, New Jersey,4323,113611,334400,1584,3377,204,7,283,0,0,92,360
34027044501,Census Tract 445.01, Morris County, New Jersey,6519,81275,319600,2068,5000,283,0,530,0,0,213,493
34027044502,Census Tract 445.02, Morris County, New Jersey,4467,101534,336400,1012,2604,105,0,399,0,67,84,1208
34027044601,Census Tract 446.01, Morris County, New Jersey,4864,105163,346500,1230,4434,1,0,85,0,20,42,282
34027044602,Census Tract 446.02, Morris County, New Jersey,5763,97157,325600,1786,5042,84,0,28,0,0,141,468
34027044701,Census Tract 447.01, Morris County, New Jersey,4992,83589,272600,836,4589,0,0,37,0,0,38,328
34027044702,Census Tract 447.02, Morris County, New Jersey,5832,101071,378800,1875,4300,106,0,901,0,0,0,525
34027044800,Census Tract 448, Morris County, New Jersey,7171,60507,262800,710,1178,529,0,212,0,33,117,5102
34027044900,Census Tract 449, Morris County, New Jersey,6081,68067,270200,806,1229,219,0,62,0,213,31,4327
34027045000,Census Tract 450, Morris County, New Jersey,5065,58311,251800,583,1192,177,16,166,0,12,16,3502
34027045100,Census Tract 451, Morris County, New Jersey,6586,66284,279900,1100,2676,111,0,429,0,234,220,2916
34027045200,Census Tract 452, Morris County, New Jersey,3634,91429,290500,706,2580,84,0,270,0,0,41,659
34027045300,Census Tract 453, Morris County, New Jersey,4622,94258,289200,1057,3619,94,0,211,0,0,75,623
34027045401,Census Tract 454.01, Morris County, New Jersey,5251,85282,289300,1674,4410,246,0,191,0,0,0,404
34027045402,Census Tract 454.02, Morris County, New Jersey,5082,88872,266100,1030,3940,205,8,103,0,0,70,756
34027045501,Census Tract 455.01, Morris County, New Jersey,5040,124167,379500,1644,4404,134,0,155,0,0,64,283
34027045502,Census Tract 455.02, Morris County, New Jersey,8737,114522,406100,3032,6811,496,0,741,0,0,28,661
34027045602,Census Tract 456.02, Morris County, New Jersey,1623,40700,171700,105,338,218,0,36,0,35,5,991
34027045603,Census Tract 456.03, Morris County, New Jersey,5315,83646,437800,2081,2545,204,0,1164,0,0,176,1226
34027045701,Census Tract 457.01, Morris County, New Jersey,5968,150850,556800,2517,4969,226,0,271,0,44,184,274
34027045703,Census Tract 457.03, Morris County, New Jersey,3869,148125,549400,1685,3069,142,0,169,21,0,145,323
34027045704,Census Tract 457.04, Morris County, New Jersey,5360,149250,527000,2515,4569,22,0,476,0,24,31,238
34027045804,Census Tract 458.04, Morris County, New Jersey,5892,176875,900100,2920,5024,40,0,186,0,20,228,394
34027045901,Census Tract 459.01, Morris County, New Jersey,1577,95114,497100,573,1350,0,0,37,0,0,0,190
34027045902,Census Tract 459.02, Morris County, New Jersey,7935,151607,637600,3576,6744,61,0,351,0,37,284,458
34027046000,Census Tract 460, Morris County, New Jersey,3248,53804,266400,546,2339,183,0,120,0,0,77,529
34027046103,Census Tract 461.03, Morris County, New Jersey,5594,82766,315600,1775,4304,400,23,383,0,0,34,450
34027046104,Census Tract 461.04, Morris County, New Jersey,7331,88295,423100,1981,4204,371,0,823,0,0,162,1771
34027046105,Census Tract 461.05, Morris County, New Jersey,7664,73967,262400,1955,5482,491,0,418,0,0,144,1129
34027046106,Census Tract 461.06, Morris County, New Jersey,8262,134800,371600,2485,5522,496,139,951,0,0,197,1096
34027046201,Census Tract 462.01, Morris County, New Jersey,6259,115000,386100,2252,5441,122,0,322,0,0,14,360
34027046202,Census Tract 462.02, Morris County, New Jersey,3823,141042,440700,1503,3443,0,0,95,0,0,45,240
34027046297,Census Tract 462.97, Morris County, New Jersey,3514,140694,505100,1586,3271,102,9,14,0,0,57,61
34027046298,Census Tract 462.98, Morris County, New Jersey,5116,142900,498900,1789,4411,99,0,324,0,0,66,216
34027046300,Census Tract 463, Morris County, New Jersey,5404,124097,433900,2222,4178,158,0,570,0,0,105,393
34027046400,Census Tract 464, Morris County, New Jersey,5012,138241,621100,2271,4519,46,43,127,0,0,44,233
34029710100,Census Tract 7101, Ocean County, New Jersey,4594,86899,557200,1578,4063,0,0,26,0,0,51,454
34029711100,Census Tract 7111, Ocean County, New Jersey,4267,75000,364500,1331,3924,61,7,0,0,0,10,265
34029711200,Census Tract 7112, Ocean County, New Jersey,4455,106944,359000,1202,4130,0,5,21,0,0,86,213
34029711300,Census Tract 7113, Ocean County, New Jersey,4187,88622,307700,929,4008,0,0,0,0,12,0,167
34029711400,Census Tract 7114, Ocean County, New Jersey,5555,89940,426700,1856,5427,19,0,34,0,0,44,31
34029712000,Census Tract 7120, Ocean County, New Jersey,1330,107813,1278800,696,1222,6,0,22,0,17,30,33
34029713000,Census Tract 7130, Ocean County, New Jersey,4571,71629,286400,907,3994,78,0,121,0,0,2,376
34029713100,Census Tract 7131, Ocean County, New Jersey,6151,85750,277800,1572,5597,55,0,143,0,0,50,306
34029713201,Census Tract 7132.01, Ocean County, New Jersey,2667,102214,362600,802,2595,28,0,14,0,0,0,30
34029713202,Census Tract 7132.02, Ocean County, New Jersey,4077,87986,266100,968,3469,45,0,187,0,0,0,376
34029713203,Census Tract 7132.03, Ocean County, New Jersey,4691,61802,216300,991,3692,401,0,105,0,0,0,493
34029713300,Census Tract 7133, Ocean County, New Jersey,4307,42500,170800,893,3971,19,0,99,0,15,10,193
34029713401,Census Tract 7134.01, Ocean County, New Jersey,5098,72768,212500,975,3957,170,0,39,0,0,190,742
34029713402,Census Tract 7134.02, Ocean County, New Jersey,3600,38848,224200,416,3012,49,0,14,0,0,57,468
34029713500,Census Tract 7135, Ocean County, New Jersey,2969,73906,293900,650,2807,14,0,13,0,0,23,112
34029713600,Census Tract 7136, Ocean County, New Jersey,3801,108698,291500,861,3419,0,0,62,0,36,133,151
34029713700,Census Tract 7137, Ocean County, New Jersey,2585,103479,426800,821,2300,0,0,37,40,0,9,199
34029713800,Census Tract 7138, Ocean County, New Jersey,3374,73973,268800,681,2938,55,0,60,0,0,86,235
34029713900,Census Tract 7139, Ocean County, New Jersey,6600,55547,275900,956,4862,395,0,319,0,21,10,993
34029714000,Census Tract 7140, Ocean County, New Jersey,6045,73633,272800,1041,4807,81,10,363,0,0,21,763
34029714100,Census Tract 7141, Ocean County, New Jersey,3528,49044,190100,500,2928,341,0,0,0,0,35,224
34029714200,Census Tract 7142, Ocean County, New Jersey,6945,77234,293300,1343,6257,150,0,90,0,0,67,381
34029714300,Census Tract 7143, Ocean County, New Jersey,3304,81705,345900,784,3224,0,0,6,0,0,0,74
34029714400,Census Tract 7144, Ocean County, New Jersey,656,77833,937500,340,648,1,0,0,0,0,0,7
34029715000,Census Tract 7150, Ocean County, New Jersey,10210,60901,346200,1069,5166,628,0,89,0,0,328,3999
34029715200,Census Tract 7152, Ocean County, New Jersey,13090,42793,541500,1049,9209,378,0,96,0,0,51,3356
34029715301,Census Tract 7153.01, Ocean County, New Jersey,9276,44382,320400,1083,7307,448,0,153,0,52,6,1310
34029715302,Census Tract 7153.02, Ocean County, New Jersey,6468,24919,457700,708,5429,101,0,29,0,0,19,890
34029715401,Census Tract 7154.01, Ocean County, New Jersey,5503,68600,495300,802,4974,132,0,53,0,0,48,296
34029715402,Census Tract 7154.02, Ocean County, New Jersey,6155,25901,457800,699,6027,0,0,0,0,0,8,120
34029715500,Census Tract 7155, Ocean County, New Jersey,12016,52979,353900,1625,11256,67,17,52,0,0,0,641
34029715600,Census Tract 7156, Ocean County, New Jersey,7568,41118,406500,641,5734,407,78,3,0,0,0,1424
34029715700,Census Tract 7157, Ocean County, New Jersey,10450,44957,318700,1583,8718,400,0,57,0,0,0,1275
34029715800,Census Tract 7158, Ocean County, New Jersey,7161,57656,368200,843,5564,105,0,132,0,0,43,1317
34029715901,Census Tract 7159.01, Ocean County, New Jersey,2236,46893,186500,475,1282,413,0,58,0,0,92,391
34029715902,Census Tract 7159.02, Ocean County, New Jersey,4161,34523,80700,385,2912,246,0,0,0,0,0,1003
34029716000,Census Tract 7160, Ocean County, New Jersey,3613,40188,169500,914,3419,51,0,36,0,0,0,107
34029717001,Census Tract 7170.01, Ocean County, New Jersey,2821,109853,304100,494,2223,163,0,75,0,0,80,280
34029717002,Census Tract 7170.02, Ocean County, New Jersey,4831,67484,278600,760,3276,529,0,206,0,13,51,756
34029717101,Census Tract 7171.01, Ocean County, New Jersey,8652,109300,380500,1917,6545,342,0,633,0,48,113,971
34029717102,Census Tract 7171.02, Ocean County, New Jersey,4519,74842,326700,1109,3942,124,0,100,0,0,18,335
34029717200,Census Tract 7172, Ocean County, New Jersey,8901,102708,378400,2003,7742,254,0,324,0,0,16,565
34029717300,Census Tract 7173, Ocean County, New Jersey,5862,113049,412900,1296,4838,504,0,108,0,0,79,333
34029717400,Census Tract 7174, Ocean County, New Jersey,5437,88990,317300,1023,4387,112,0,282,0,0,63,593
34029717501,Census Tract 7175.01, Ocean County, New Jersey,8071,64828,238300,1608,6423,476,0,203,0,0,163,806
34029717502,Census Tract 7175.02, Ocean County, New Jersey,7100,78912,345000,1881,6427,229,0,18,0,0,100,326
34029718000,Census Tract 7180, Ocean County, New Jersey,8490,87092,303000,1114,7561,321,0,37,0,0,10,561
