geoid,name,county,state,total_population,median_income,median_home_value,educational_attainment,white_alone,black_alone,native,asian,native_hawaiian_pacific_islander,some_other_race_alone,two_or_more,hispanic_or_latino
34023002603,Census Tract 26.03, Middlesex County, New Jersey,5292,88132,314600,1807,1601,676,0,2574,0,177,80,184
34023002604,Census Tract 26.04, Middlesex County, New Jersey,6267,85000,285900,2008,3052,460,79,1928,0,0,115,633
34023002605,Census Tract 26.05, Middlesex County, New Jersey,2745,73804,331800,657,1767,56,0,470,0,32,131,289
34023002701,Census Tract 27.01, Middlesex County, New Jersey,5546,76359,267600,1533,1818,415,6,2170,0,53,181,903
34023002703,Census Tract 27.03, Middlesex County, New Jersey,5607,63371,279300,872,2690,860,26,902,0,0,46,1083
34023002805,Census Tract 28.05, Middlesex County, New Jersey,2667,94539,308000,520,1720,167,0,240,0,0,64,476
34023002901,Census Tract 29.01, Middlesex County, New Jersey,3395,77288,279400,919,1408,464,0,730,0,0,22,771
34023002902,Census Tract 29.02, Middlesex County, New Jersey,2952,59333,274300,619,1116,255,0,268,0,0,182,1131
34023003001,Census Tract 30.01, Middlesex County, New Jersey,4151,75089,280000,946,2220,217,0,381,0,0,71,1262
34023003002,Census Tract 30.02, Middlesex County, New Jersey,6193,100596,257500,2800,1287,382,12,3941,0,16,59,496
34023003101,Census Tract 31.01, Middlesex County, New Jersey,2636,106364,300900,711,1189,291,18,799,0,0,42,310
34023003102,Census Tract 31.02, Middlesex County, New Jersey,5139,85931,315200,1476,1781,665,10,1693,0,5,148,847
34023003201,Census Tract 32.01, Middlesex County, New Jersey,3307,83935,280200,509,1978,417,19,264,0,0,0,629
34023003203,Census Tract 32.03, Middlesex County, New Jersey,3466,71667,265800,637,1726,217,24,255,0,6,92,1146
34023003300,Census Tract 33, Middlesex County, New Jersey,5283,60813,236000,931,1793,703,9,191,0,66,154,2376
34023003401,Census Tract 34.01, Middlesex County, New Jersey,3708,71000,273500,863,2376,385,0,209,0,0,22,716
34023003500,Census Tract 35, Middlesex County, New Jersey,3348,71495,261400,412,1502,221,0,710,0,0,0,915
34023003600,Census Tract 36, Middlesex County, New Jersey,8067,60778,235000,1461,2258,1008,0,1593,0,17,117,3074
34023003700,Census Tract 37, Middlesex County, New Jersey,3687,67109,271300,639,1331,283,60,837,0,74,54,1108
34023003800,Census Tract 38, Middlesex County, New Jersey,7943,67964,266200,1084,2455,1493,0,1526,0,26,73,2370
34023004000,Census Tract 40, Middlesex County, New Jersey,4071,55929,268300,568,742,314,0,73,0,0,51,2891
34023004100,Census Tract 41, Middlesex County, New Jersey,2924,76350,250700,327,488,95,0,25,0,0,24,2292
34023004200,Census Tract 42, Middlesex County, New Jersey,3025,64375,258500,285,569,126,15,78,0,2,0,2250
34023004300,Census Tract 43, Middlesex County, New Jersey,4088,61964,225800,200,507,156,0,7,0,7,0,3411
34023004400,Census Tract 44, Middlesex County, New Jersey,4636,58500,227800,311,270,293,0,78,0,0,0,3995
34023004500,Census Tract 45, Middlesex County, New Jersey,7640,48641,225500,800,510,1035,0,190,0,0,45,5860
34023004600,Census Tract 46, Middlesex County, New Jersey,5356,38906,244800,416,308,242,0,44,0,15,26,4721
34023004700,Census Tract 47, Middlesex County, New Jersey,4518,62454,245800,583,370,238,40,387,0,0,47,3476
34023004800,Census Tract 48, Middlesex County, New Jersey,6109,31016,212500,385,424,207,0,66,0,0,17,5395
34023004900,Census Tract 49, Middlesex County, New Jersey,5002,31686,237100,445,478,215,20,131,0,12,34,4132
34023005000,Census Tract 50, Middlesex County, New Jersey,4896,47784,295300,501,385,124,0,32,0,58,0,4297
34023005100,Census Tract 51, Middlesex County, New Jersey,6069,54438,374100,1008,3694,434,0,1398,4,5,56,478
34023005200,Census Tract 52, Middlesex County, New Jersey,5671,24333,324200,208,1991,386,52,500,0,0,43,2699
34023005300,Census Tract 53, Middlesex County, New Jersey,3559,45880,250400,116,267,277,51,232,0,0,10,2722
34023005500,Census Tract 55, Middlesex County, New Jersey,3999,26771,145300,256,191,954,0,101,0,0,78,2675
34023005601,Census Tract 56.01, Middlesex County, New Jersey,2947,37097,237000,138,149,322,0,73,0,0,0,2403
34023005602,Census Tract 56.02, Middlesex County, New Jersey,8080,43297,250500,155,148,517,28,75,0,95,187,7058
34023005700,Census Tract 57, Middlesex County, New Jersey,5518,37823,177200,451,619,731,0,140,0,0,57,3971
34023005800,Census Tract 58, Middlesex County, New Jersey,5480,31458,254200,199,579,533,0,140,0,0,0,4228
34023006001,Census Tract 60.01, Middlesex County, New Jersey,2228,85074,276900,548,1090,474,0,242,0,0,2,420
34023006002,Census Tract 60.02, Middlesex County, New Jersey,6705,43418,351200,894,1971,1228,4,1464,4,0,202,1832
34023006101,Census Tract 61.01, Middlesex County, New Jersey,5891,55536,259800,653,1931,614,80,450,5,0,38,2828
34023006103,Census Tract 61.03, Middlesex County, New Jersey,5294,64868,275500,1344,1785,492,10,1110,0,59,168,1670
34023006104,Census Tract 61.04, Middlesex County, New Jersey,4358,85278,358800,1228,1759,752,0,1017,11,10,88,721
34023006203,Census Tract 62.03, Middlesex County, New Jersey,9875,93958,352200,3626,3359,2102,0,3591,0,0,80,743
34023006204,Census Tract 62.04, Middlesex County, New Jersey,1829,82386,303500,819,610,231,12,775,0,0,24,177
34023006205,Census Tract 62.05, Middlesex County, New Jersey,6830,104393,279700,3129,2564,947,54,2247,0,33,88,897
34023006206,Census Tract 62.06, Middlesex County, New Jersey,1801,132813,403600,766,1276,129,0,332,0,0,23,41
34023006207,Census Tract 62.07, Middlesex County, New Jersey,6514,58583,273700,1785,2242,2031,0,1220,0,0,66,955
34023006300,Census Tract 63, Middlesex County, New Jersey,7016,106500,347500,2243,5846,125,0,402,0,0,103,540
34023006403,Census Tract 64.03, Middlesex County, New Jersey,2864,113043,422900,1193,1456,195,0,885,0,0,0,328
34023006500,Census Tract 65, Middlesex County, New Jersey,7239,101114,370800,2621,4568,301,0,1709,0,0,62,599
34023006601,Census Tract 66.01, Middlesex County, New Jersey,2551,114643,460400,946,1959,16,0,458,0,0,0,118
34023006604,Census Tract 66.04, Middlesex County, New Jersey,6807,82117,332400,2906,3683,483,0,2269,0,0,35,337
34023006605,Census Tract 66.05, Middlesex County, New Jersey,3876,112986,498100,1767,3011,198,16,476,0,0,66,109
34023006606,Census Tract 66.06, Middlesex County, New Jersey,3023,160417,471200,1545,2138,0,7,768,0,14,24,79
34023006607,Census Tract 66.07, Middlesex County, New Jersey,2898,137647,406700,1182,2110,84,0,406,0,13,78,207
34023006608,Census Tract 66.08, Middlesex County, New Jersey,3709,94861,296900,1544,2349,155,0,1034,0,5,82,84
34023006701,Census Tract 67.01, Middlesex County, New Jersey,4023,100599,351300,1170,2672,272,0,739,0,0,49,291
34023006703,Census Tract 67.03, Middlesex County, New Jersey,6057,94786,359400,1770,2944,373,0,1871,0,0,50,819
34023006800,Census Tract 68, Middlesex County, New Jersey,4904,61250,247400,654,3080,68,12,170,0,0,97,1477
34023006900,Census Tract 69, Middlesex County, New Jersey,3585,56146,271100,265,1521,478,0,33,0,0,52,1501
34023007000,Census Tract 70, Middlesex County, New Jersey,7816,75370,294800,1705,5073,662,0,689,82,105,177,1028
34023007101,Census Tract 71.01, Middlesex County, New Jersey,3849,74076,313600,740,2540,207,0,451,0,8,0,643
34023007102,Census Tract 71.02, Middlesex County, New Jersey,4834,89286,325800,990,3248,335,0,734,0,0,81,436
34023007103,Census Tract 71.03, Middlesex County, New Jersey,5051,46989,358900,1115,1507,2072,0,835,0,0,53,584
34023007202,Census Tract 72.02, Middlesex County, New Jersey,4949,97917,293500,1427,2956,322,0,1271,34,0,34,332
34023007203,Census Tract 72.03, Middlesex County, New Jersey,4822,69773,290500,981,2715,392,4,826,0,16,95,774
34023007301,Census Tract 73.01, Middlesex County, New Jersey,3109,83889,296200,529,2476,171,0,109,0,0,0,353
34023007303,Census Tract 73.03, Middlesex County, New Jersey,1823,84688,285300,238,1328,102,0,125,0,0,43,225
34023007304,Census Tract 73.04, Middlesex County, New Jersey,6833,77652,329400,2001,3095,915,16,1739,0,0,113,971
34023007402,Census Tract 74.02, Middlesex County, New Jersey,4592,80921,266800,1021,3900,220,0,217,0,0,21,234
34023007500,Census Tract 75, Middlesex County, New Jersey,3271,74000,278400,371,2475,74,0,179,0,0,132,411
34023007600,Census Tract 76, Middlesex County, New Jersey,5491,65636,277000,1324,4608,212,0,162,0,0,53,456
34023007702,Census Tract 77.02, Middlesex County, New Jersey,6230,93295,452300,1718,3894,437,0,1402,0,0,9,488
34023007703,Census Tract 77.03, Middlesex County, New Jersey,3220,98309,323800,589,2463,83,0,116,0,0,5,553
34023007704,Census Tract 77.04, Middlesex County, New Jersey,2707,92348,311000,586,1845,171,0,152,0,0,20,519
34023007801,Census Tract 78.01, Middlesex County, New Jersey,3204,63732,296100,795,1969,327,0,500,0,0,22,386
34023007804,Census Tract 78.04, Middlesex County, New Jersey,5059,87375,329600,1171,3483,230,0,716,0,23,120,487
34023007805,Census Tract 78.05, Middlesex County, New Jersey,4920,116208,344800,1243,3780,92,15,469,0,0,149,430
34023007806,Census Tract 78.06, Middlesex County, New Jersey,4099,84853,355200,940,3387,238,0,80,0,0,7,387
34023007905,Census Tract 79.05, Middlesex County, New Jersey,2255,86107,276600,438,1557,82,0,235,0,20,77,284
34023007906,Census Tract 79.06, Middlesex County, New Jersey,1662,61000,363800,307,828,253,0,151,0,0,30,400
34023007907,Census Tract 79.07, Middlesex County, New Jersey,3142,85906,299800,947,2355,55,0,325,0,0,8,399
34023007908,Census Tract 79.08, Middlesex County, New Jersey,4545,58698,-666666666,1057,1215,733,0,1660,0,9,105,823
34023007909,Census Tract 79.09, Middlesex County, New Jersey,4399,124375,375400,1602,3340,53,9,509,0,0,70,427
34023007910,Census Tract 79.10, Middlesex County, New Jersey,3459,58843,195900,849,2577,36,14,427,0,0,105,300
34023007911,Census Tract 79.11, Middlesex County, New Jersey,3925,158500,473300,1528,2005,224,0,879,0,17,131,669
34023007912,Census Tract 79.12, Middlesex County, New Jersey,7163,98750,338800,2452,4563,323,0,1399,0,0,43,835
34023008001,Census Tract 80.01, Middlesex County, New Jersey,6584,75168,224200,1225,4363,450,0,564,0,9,91,1107
34023008101,Census Tract 81.01, Middlesex County, New Jersey,4536,73849,256700,716,3827,92,0,55,0,0,32,530
34023008102,Census Tract 81.02, Middlesex County, New Jersey,3882,76786,322800,811,3176,116,0,140,0,0,61,389
34023008103,Census Tract 81.03, Middlesex County, New Jersey,2314,75096,272200,558,1768,86,0,225,0,5,12,218
34023008202,Census Tract 82.02, Middlesex County, New Jersey,12588,123864,500200,5270,8295,769,23,2860,0,65,174,413
34023008204,Census Tract 82.04, Middlesex County, New Jersey,4255,46512,174600,1450,3382,238,49,425,0,0,0,161
34023008205,Census Tract 82.05, Middlesex County, New Jersey,3156,47369,166500,1165,2844,76,33,71,0,0,18,114
34023008206,Census Tract 82.06, Middlesex County, New Jersey,3754,34833,94100,991,2891,398,0,166,0,0,7,292
34023008207,Census Tract 82.07, Middlesex County, New Jersey,2607,56862,278300,1065,2466,56,17,0,0,0,15,53
34023008208,Census Tract 82.08, Middlesex County, New Jersey,12938,147344,539500,4336,7857,406,9,3653,0,15,409,589
34023008209,Census Tract 82.09, Middlesex County, New Jersey,3557,98917,338800,886,2909,46,0,477,0,0,27,98
34023008300,Census Tract 83, Middlesex County, New Jersey,6001,66221,266100,918,3958,385,0,261,16,0,59,1322
34023008403,Census Tract 84.03, Middlesex County, New Jersey,7894,116728,440400,3568,3218,1050,16,3086,0,0,176,348
34023008404,Census Tract 84.04, Middlesex County, New Jersey,3919,86490,348600,1333,2301,78,0,1027,0,0,123,390
34023008405,Census Tract 84.05, Middlesex County, New Jersey,5040,146313,473000,1983,2270,294,0,2139,0,16,40,281
34023008406,Census Tract 84.06, Middlesex County, New Jersey,1983,125192,426300,811,1114,77,18,529,0,40,63,160
34023008501,Census Tract 85.01, Middlesex County, New Jersey,5540,79167,317800,2060,1721,865,8,2525,0,101,30,290
34023008502,Census Tract 85.02, Middlesex County, New Jersey,5073,141420,489700,2166,2177,191,0,2225,0,11,138,331
34023008503,Census Tract 85.03, Middlesex County, New Jersey,8791,122446,358800,3473,2948,913,19,4039,0,0,53,819
34023008504,Census Tract 85.04, Middlesex County, New Jersey,6857,95370,413400,2994,3377,352,0,2881,0,0,86,161
34023008601,Census Tract 86.01, Middlesex County, New Jersey,5483,136250,515000,2881,2674,85,0,2436,0,0,113,175
34023008602,Census Tract 86.02, Middlesex County, New Jersey,5513,102748,554300,3016,1680,452,144,2653,0,366,63,180
34023008604,Census Tract 86.04, Middlesex County, New Jersey,5729,95566,375200,2886,1889,205,13,3257,0,16,50,299
34023008605,Census Tract 86.05, Middlesex County, New Jersey,2531,94906,407100,1309,638,257,28,1274,0,9,180,145
34023008606,Census Tract 86.06, Middlesex County, New Jersey,4142,76373,280100,1932,1198,470,9,2086,0,58,93,228
34023008700,Census Tract 87, Middlesex County, New Jersey,3803,136471,673100,1699,2848,198,0,538,0,0,31,188
34023008800,Census Tract 88, Middlesex County, New Jersey,11933,111944,379800,1413,4505,1518,0,4847,61,0,170,832
34023008900,Census Tract 89, Middlesex County, New Jersey,4219,66429,260200,1357,975,736,0,1568,0,0,19,921
34023009000,Census Tract 90, Middlesex County, New Jersey,7669,62369,206200,938,2417,3479,0,636,0,16,0,1121
34023009100,Census Tract 91, Middlesex County, New Jersey,3543,85743,278400,838,1691,433,0,490,0,0,19,910
34023009200,Census Tract 92, Middlesex County, New Jersey,4398,80253,267700,868,2985,454,0,265,0,0,43,651
34023009300,Census Tract 93, Middlesex County, New Jersey,6171,42971,427200,1309,1459,923,46,590,4,0,51,3098
34023009400,Census Tract 94, Middlesex County, New Jersey,5357,84928,308000,1639,3023,470,0,1187,0,0,102,575
34025800100,Census Tract 8001, Monmouth County, New Jersey,4900,61487,244700,1299,4326,73,27,36,0,25,63,350
34025800200,Census Tract 8002, Monmouth County, New Jersey,4318,91579,366300,1423,3820,88,0,61,19,0,107,223
34025800400,Census Tract 8004, Monmouth County, New Jersey,3406,71964,330300,793,3068,0,27,69,0,0,8,234
34025800500,Census Tract 8005, Monmouth County, New Jersey,4250,103750,321700,814,3574,1,0,57,0,70,48,500
34025800601,Census Tract 8006.01, Monmouth County, New Jersey,5412,85034,249300,831,4616,77,0,99,0,0,42,578
34025800602,Census Tract 8006.02, Monmouth County, New Jersey,3449,93235,327400,625,3080,38,0,109,0,0,47,175
34025800701,Census Tract 8007.01, Monmouth County, New Jersey,5073,118182,355400,1450,4461,15,9,202,0,0,0,395
34025800702,Census Tract 8007.02, Monmouth County, New Jersey,3573,93250,401900,1076,3196,29,0,110,0,0,23,215
34025800800,Census Tract 8008, Monmouth County, New Jersey,6431,87101,347800,1697,5261,16,0,575,0,83,22,474
34025800900,Census Tract 8009, Monmouth County, New Jersey,5906,95457,491600,2508,5327,230,16,35,0,0,37,277
34025801000,Census Tract 8010, Monmouth County, New Jersey,4173,79667,444700,1650,3431,111,0,187,0,22,25,397
34025801100,Census Tract 8011, Monmouth County, New Jersey,4216,129485,566300,1642,3851,12,0,33,0,26,50,244
34025801200,Census Tract 8012, Monmouth County, New Jersey,3619,176307,618800,1691,3339,0,0,103,0,0,108,69
34025801300,Census Tract 8013, Monmouth County, New Jersey,6171,81059,365500,2210,5878,18,0,59,0,0,142,74
34025801400,Census Tract 8014, Monmouth County, New Jersey,3944,130089,396000,1415,3577,0,0,159,0,0,51,157
34025801500,Census Tract 8015, Monmouth County, New Jersey,6352,129716,504100,2371,5709,33,0,313,0,0,13,284
34025801600,Census Tract 8016, Monmouth County, New Jersey,5718,52204,190200,928,4085,239,0,98,0,0,220,1076
34025801700,Census Tract 8017, Monmouth County, New Jersey,4186,34669,164900,517,2796,301,36,175,0,0,179,699
34025801800,Census Tract 8018, Monmouth County, New Jersey,5770,66596,254100,774,4698,375,0,52,0,55,17,573
34025801900,Census Tract 8019, Monmouth County, New Jersey,3245,60987,251700,840,2173,214,0,172,0,0,75,611
34025802000,Census Tract 8020, Monmouth County, New Jersey,3891,40655,264500,669,2547,419,0,173,0,0,0,752
34025802100,Census Tract 8021, Monmouth County, New Jersey,6365,84016,296000,1407,5400,204,0,186,0,0,0,575
34025802200,Census Tract 8022, Monmouth County, New Jersey,3553,74880,255700,557,3105,76,0,66,0,0,89,217
34025802300,Census Tract 8023, Monmouth County, New Jersey,4671,85417,303600,972,3906,81,0,231,0,0,38,415
34025802400,Census Tract 8024, Monmouth County, New Jersey,5519,104441,328000,1468,4565,100,0,415,0,0,38,401
34025802500,Census Tract 8025, Monmouth County, New Jersey,3070,74175,245100,564,1974,390,0,238,0,19,95,354
34025802600,Census Tract 8026, Monmouth County, New Jersey,4984,63007,268200,1116,2782,1073,0,430,8,11,120,560
34025802700,Census Tract 8027, Monmouth County, New Jersey,3853,103558,337800,1014,2863,273,0,202,0,54,50,411
34025802800,Census Tract 8028, Monmouth County, New Jersey,4408,85745,322100,1574,3553,134,9,127,0,10,210,365
34025802900,Census Tract 8029, Monmouth County, New Jersey,1977,107333,345900,552,1707,99,0,97,0,0,8,66
34025803000,Census Tract 8030, Monmouth County, New Jersey,5339,89870,316200,1704,3876,376,0,494,0,0,114,479
34025803100,Census Tract 8031, Monmouth County, New Jersey,3555,74137,315900,864,2561,209,0,274,0,0,121,390
34025803201,Census Tract 8032.01, Monmouth County, New Jersey,4112,94167,405200,1646,2667,50,12,1009,0,30,64,292
34025803202,Census Tract 8032.02, Monmouth County, New Jersey,6017,155685,688400,2533,4517,5,0,1117,0,0,8,370
34025803300,Census Tract 8033, Monmouth County, New Jersey,6544,193425,685500,3478,4693,252,0,1174,0,0,149,276
34025803400,Census Tract 8034, Monmouth County, New Jersey,5557,51793,240400,486,1082,1046,0,26,0,0,63,3340
34025803500,Census Tract 8035, Monmouth County, New Jersey,2389,73162,402900,966,1673,191,0,78,0,0,0,447
34025803600,Census Tract 8036, Monmouth County, New Jersey,4272,76103,384300,1865,3343,40,0,96,0,0,0,793
34025803700,Census Tract 8037, Monmouth County, New Jersey,6033,161131,664500,2691,5629,182,0,31,0,0,35,156
34025803800,Census Tract 8038, Monmouth County, New Jersey,3180,179605,1174000,1453,2938,23,0,65,0,0,0,154
34025803900,Census Tract 8039, Monmouth County, New Jersey,3698,106250,743100,1446,3389,25,0,51,0,30,51,152
34025804100,Census Tract 8041, Monmouth County, New Jersey,3249,105391,663800,1548,3079,0,0,5,0,0,65,100
34025804200,Census Tract 8042, Monmouth County, New Jersey,5922,137652,608300,2503,5660,24,0,47,0,0,22,169
34025804500,Census Tract 8045, Monmouth County, New Jersey,5713,112125,309400,1852,4227,679,0,128,0,0,77,602
34025804600,Census Tract 8046, Monmouth County, New Jersey,2668,137891,472700,1007,2261,92,0,133,0,0,69,113
34025804700,Census Tract 8047, Monmouth County, New Jersey,7,-666666666,-666666666,1,5,0,0,0,0,0,1,1
34025804800,Census Tract 8048, Monmouth County, New Jersey,9522,53843,274300,3169,7199,612,67,273,2,236,742,456
34025805001,Census Tract 8050.01, Monmouth County, New Jersey,4763,42961,258300,937,2039,1087,46,514,0,23,28,1072
34025805100,Census Tract 8051, Monmouth County, New Jersey,4197,92350,369900,1288,3312,135,13,194,0,0,97,459
34025805300,Census Tract 8053, Monmouth County, New Jersey,5684,106250,446900,2002,5218,59,0,78,0,0,71,258
34025805400,Census Tract 8054, Monmouth County, New Jersey,4324,57979,370600,1621,2846,515,0,139,0,0,180,644
34025805500,Census Tract 8055, Monmouth County, New Jersey,4039,59769,268300,613,1377,1051,0,88,0,0,130,1393
34025805600,Census Tract 8056, Monmouth County, New Jersey,2498,34971,302100,168,222,1050,0,25,0,0,84,1117
34025805700,Census Tract 8057, Monmouth County, New Jersey,3002,47662,246300,295,1483,97,0,112,0,23,83,1204
34025805800,Census Tract 8058, Monmouth County, New Jersey,3658,44297,364200,630,1575,289,0,178,0,18,107,1491
34025805900,Census Tract 8059, Monmouth County, New Jersey,5540,51400,279800,558,2707,397,16,98,0,23,95,2213
34025806000,Census Tract 8060, Monmouth County, New Jersey,3952,47163,388100,1225,2356,32,25,297,0,52,0,1190
34025806100,Census Tract 8061, Monmouth County, New Jersey,3692,60917,384300,749,3067,113,0,153,0,0,58,301
34025806201,Census Tract 8062.01, Monmouth County, New Jersey,3545,84181,442800,529,3069,142,0,45,0,29,95,165
34025806202,Census Tract 8062.02, Monmouth County, New Jersey,4402,87174,373200,1163,3860,104,0,123,0,0,11,304
34025806300,Census Tract 8063, Monmouth County, New Jersey,2488,101346,518900,764,2261,0,38,0,0,0,96,93
34025806400,Census Tract 8064, Monmouth County, New Jersey,4842,93514,372900,1329,4223,77,0,132,0,0,172,238
34025806501,Census Tract 8065.01, Monmouth County, New Jersey,4186,51080,407400,862,1871,618,9,426,0,0,92,1179
34025806502,Census Tract 8065.02, Monmouth County, New Jersey,3398,57148,345000,1096,2158,653,29,167,0,0,73,347
34025806503,Census Tract 8065.03, Monmouth County, New Jersey,3840,107847,458100,1764,3274,99,0,301,0,29,36,101
34025806504,Census Tract 8065.04, Monmouth County, New Jersey,2587,57563,481800,698,1419,604,0,201,0,0,70,293
34025806600,Census Tract 8066, Monmouth County, New Jersey,5654,106083,365500,1845,4414,154,0,233,0,0,37,816
34025807003,Census Tract 8070.03, Monmouth County, New Jersey,4650,40147,471200,671,1206,1275,0,7,0,0,0,2162
34025807004,Census Tract 8070.04, Monmouth County, New Jersey,3034,38958,351000,805,1630,558,22,42,0,0,82,722
34025807100,Census Tract 8071, Monmouth County, New Jersey,2553,60076,333300,635,1008,1229,0,8,0,0,39,269
34025807200,Census Tract 8072, Monmouth County, New Jersey,2246,20996,213600,63,53,1536,0,1,0,28,19,609
34025807300,Census Tract 8073, Monmouth County, New Jersey,3367,33177,195600,165,96,2184,132,16,0,13,64,934
34025807400,Census Tract 8074, Monmouth County, New Jersey,3069,58682,440600,1500,2663,88,0,89,0,0,13,216
34025807500,Census Tract 8075, Monmouth County, New Jersey,2777,50045,227600,263,744,1368,0,0,0,0,91,574
34025807600,Census Tract 8076, Monmouth County, New Jersey,2939,31800,192700,171,181,1922,25,40,0,44,172,580
34025807700,Census Tract 8077, Monmouth County, New Jersey,4186,55417,247500,525,909,2512,0,87,0,29,201,448
34025807800,Census Tract 8078, Monmouth County, New Jersey,4449,88594,265100,688,1463,2164,0,232,15,82,175,318
34025807900,Census Tract 8079, Monmouth County, New Jersey,3403,81398,314500,872,1613,1267,0,136,0,58,7,322
34025808001,Census Tract 8080.01, Monmouth County, New Jersey,4507,93125,344800,1315,4226,18,0,22,0,0,96,145
34025808002,Census Tract 8080.02, Monmouth County, New Jersey,2374,86734,282900,698,2012,169,0,78,0,0,40,75
34025808100,Census Tract 8081, Monmouth County, New Jersey,4758,54657,264400,786,3108,825,89,229,0,0,69,527
34025808200,Census Tract 8082, Monmouth County, New Jersey,4272,59643,458400,1287,3294,211,0,67,0,0,150,550
34025808300,Census Tract 8083, Monmouth County, New Jersey,1846,73516,899400,893,1735,7,11,0,0,27,6,60
34025808401,Census Tract 8084.01, Monmouth County, New Jersey,2210,64022,691600,1096,2089,29,17,16,0,0,1,75
34025808402,Census Tract 8084.02, Monmouth County, New Jersey,3505,69516,530500,1085,2549,149,0,24,0,0,37,746
34025808500,Census Tract 8085, Monmouth County, New Jersey,6460,94477,369200,2265,6219,3,0,94,0,0,61,83
34025808600,Census Tract 8086, Monmouth County, New Jersey,6213,84693,448500,1494,5212,726,0,16,0,0,2,257
34025808701,Census Tract 8087.01, Monmouth County, New Jersey,4729,110250,541800,2082,4496,20,0,112,0,0,0,101
34025808702,Census Tract 8087.02, Monmouth County, New Jersey,4359,116023,538000,1681,4147,64,0,35,0,0,0,113
34025808800,Census Tract 8088, Monmouth County, New Jersey,4239,86486,446900,1611,4067,10,0,26,0,0,71,65
34025808900,Census Tract 8089, Monmouth County, New Jersey,4646,68750,470800,1763,4163,84,0,192,0,0,10,197
34025809000,Census Tract 8090, Monmouth County, New Jersey,1463,76250,402700,515,1132,40,0,45,0,10,25,211
34025809100,Census Tract 8091, Monmouth County, New Jersey,2973,93185,1314400,1443,2897,18,0,16,0,0,21,21
34025809200,Census Tract 8092, Monmouth County, New Jersey,1697,113333,1227300,927,1647,2,0,10,0,0,0,38
34025809301,Census Tract 8093.01, Monmouth County, New Jersey,3150,97721,567300,1221,2605,2,0,306,0,0,0,237
34025809302,Census Tract 8093.02, Monmouth County, New Jersey,2662,103214,732100,1130,2485,0,0,0,0,0,25,152
34025809400,Census Tract 8094, Monmouth County, New Jersey,4745,127163,608000,2034,4311,153,0,18,0,0,37,226
34025809501,Census Tract 8095.01, Monmouth County, New Jersey,8456,153458,607300,3155,5456,156,19,2245,0,0,270,310
34025809502,Census Tract 8095.02, Monmouth County, New Jersey,8572,133698,484500,3325,5967,259,0,2167,0,0,78,101
34025809600,Census Tract 8096, Monmouth County, New Jersey,7375,139181,478800,2953,6053,154,8,563,0,13,54,538
34025809701,Census Tract 8097.01, Monmouth County, New Jersey,5656,156806,512800,2295,4067,168,0,921,0,40,55,405
34025809703,Census Tract 8097.03, Monmouth County, New Jersey,4337,112750,449700,1776,3558,68,0,469,0,0,55,187
34025809704,Census Tract 8097.04, Monmouth County, New Jersey,6020,143657,536500,2648,4559,89,0,1119,0,0,73,180
34025809901,Census Tract 8099.01, Monmouth County, New Jersey,5070,166957,727500,2080,4846,40,0,121,0,0,18,45
34025809902,Census Tract 8099.02, Monmouth County, New Jersey,4695,154167,773900,1514,4156,59,0,116,0,0,106,258
34025809903,Census Tract 8099.03, Monmouth County, New Jersey,264,48750,-666666666,29,156,27,0,5,0,0,15,61
34025810001,Census Tract 8100.01, Monmouth County, New Jersey,5771,121336,523700,1775,4879,93,0,413,3,0,30,353
34025810002,Census Tract 8100.02, Monmouth County, New Jersey,3282,31766,147300,840,3143,18,23,0,0,0,0,98
34025810003,Census Tract 8100.03, Monmouth County, New Jersey,5169,116845,413200,1563,4774,75,0,131,0,29,47,113
34025810004,Census Tract 8100.04, Monmouth County, New Jersey,3979,117381,469000,1296,3587,2,0,287,0,0,0,103
34025810101,Census Tract 8101.01, Monmouth County, New Jersey,4464,109048,434000,1297,3784,37,0,167,0,0,178,298
34025810102,Census Tract 8101.02, Monmouth County, New Jersey,4223,117436,438000,1612,3504,37,24,322,0,7,25,328
34025810200,Census Tract 8102, Monmouth County, New Jersey,13047,128125,477500,4828,9773,194,66,1890,0,0,204,920
34025810300,Census Tract 8103, Monmouth County, New Jersey,2189,82976,295200,409,1749,49,0,113,0,0,53,225
34025810401,Census Tract 8104.01, Monmouth County, New Jersey,4391,110750,447600,1188,3142,431,12,422,0,0,54,342
34025810402,Census Tract 8104.02, Monmouth County, New Jersey,8769,124054,445200,2884,6890,473,0,783,0,0,143,480
34025810501,Census Tract 8105.01, Monmouth County, New Jersey,4553,82531,318800,1202,3264,310,36,294,0,0,43,606
34025810502,Census Tract 8105.02, Monmouth County, New Jersey,7649,131731,472700,2801,6049,365,0,438,0,0,164,633
34025810503,Census Tract 8105.03, Monmouth County, New Jersey,3979,70000,242800,1253,3075,259,0,139,0,0,35,471
34025810600,Census Tract 8106, Monmouth County, New Jersey,6466,81484,348400,1859,5587,141,0,304,36,0,22,376
34025810700,Census Tract 8107, Monmouth County, New Jersey,1956,84583,299800,559,1123,154,23,165,0,0,4,510
34025810800,Census Tract 8108, Monmouth County, New Jersey,3172,45388,243000,179,902,771,0,75,0,21,55,1348
34025810900,Census Tract 8109, Monmouth County, New Jersey,3039,61141,310000,409,1515,182,0,62,0,0,2,1278
34025811000,Census Tract 8110, Monmouth County, New Jersey,3777,52969,260700,480,1223,435,4,96,0,0,28,1995
